time_utc,symbol,direction,score,reason,details
2026-01-15T16:00:22+00:00,BLK,bullish,4.030,order_validation_failed,Order $1148.00 exceeds max position size $825.00
2026-01-15T16:00:22+00:00,BLK,bullish,4.031,order_validation_failed,Order $1148.00 exceeds max position size $825.00
2026-01-15T16:01:37+00:00,C,bearish,3.619,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,C,bearish,3.619,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,V,bearish,3.597,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,V,bearish,3.597,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,XLF,bearish,3.567,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,XLF,bearish,3.567,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,XLE,bearish,3.567,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,XLE,bearish,3.567,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,XLP,bearish,3.567,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,XLP,bearish,3.567,max_new_positions_per_cycle,—
2026-01-15T16:01:37+00:00,BA,bearish,3.559,max_new_positions_per_cycle,—
2026-01-15T16:01:40+00:00,BA,bearish,3.559,max_new_positions_per_cycle,—
2026-01-15T16:01:40+00:00,AAPL,bullish,3.535,max_new_positions_per_cycle,—
2026-01-15T16:01:40+00:00,AAPL,bullish,3.535,max_new_positions_per_cycle,—
2026-01-15T16:01:40+00:00,NVDA,bearish,3.528,max_new_positions_per_cycle,—
2026-01-15T16:01:40+00:00,NVDA,bearish,3.528,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,COST,bearish,3.528,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,COST,bearish,3.528,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,F,bearish,3.528,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,F,bearish,3.528,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,XLK,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,XLK,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,DIA,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,DIA,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,PLTR,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:43+00:00,PLTR,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:44+00:00,SLB,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:44+00:00,SLB,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,JPM,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,JPM,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,XLV,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,XLV,bearish,3.495,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,RIVN,bearish,3.485,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,RIVN,bearish,3.485,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,QQQ,bearish,3.481,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,QQQ,bearish,3.481,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,SPY,bearish,3.481,max_new_positions_per_cycle,—
2026-01-15T16:01:47+00:00,SPY,bearish,3.481,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,CVX,bearish,3.481,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,CVX,bearish,3.481,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,NFLX,bearish,3.467,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,NFLX,bearish,3.467,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,GOOGL,bullish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,GOOGL,bullish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,PFE,bearish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,PFE,bearish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:50+00:00,JNJ,bearish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,JNJ,bearish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,GM,bearish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,GM,bearish,3.445,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,MA,bullish,3.382,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,MA,bullish,3.382,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,GS,bearish,3.380,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,GS,bearish,3.380,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,LCID,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,LCID,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,SOFI,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:53+00:00,SOFI,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:54+00:00,COP,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,COP,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,AMD,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,AMD,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,WMT,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,WMT,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,XLI,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,XLI,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,MSFT,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,MSFT,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,UNH,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:01:57+00:00,UNH,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,INTC,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,INTC,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,IWM,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,MRNA,bearish,3.351,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,IWM,bearish,3.358,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,COIN,bearish,3.312,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,MRNA,bearish,3.351,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,CAT,bearish,3.198,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,COIN,bearish,3.312,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,TSLA,bullish,3.068,max_new_positions_per_cycle,—
2026-01-15T16:02:00+00:00,CAT,bearish,3.198,max_new_positions_per_cycle,—
2026-01-15T16:02:03+00:00,TSLA,bullish,3.068,max_new_positions_per_cycle,—
2026-01-15T16:02:03+00:00,AMZN,bearish,3.058,max_new_positions_per_cycle,—
2026-01-15T16:02:03+00:00,AMZN,bearish,3.058,max_new_positions_per_cycle,—
2026-01-15T16:02:45+00:00,BLK,bullish,4.376,order_validation_failed,Order $1149.61 exceeds max position size $825.00
2026-01-15T16:03:03+00:00,BLK,bullish,4.376,order_validation_failed,Order $1150.60 exceeds max position size $825.00
2026-01-15T16:05:08+00:00,BLK,bullish,3.934,order_validation_failed,Order $1147.29 exceeds max position size $825.00
2026-01-15T16:05:08+00:00,BLK,bullish,3.933,order_validation_failed,Order $1147.29 exceeds max position size $825.00
2026-01-15T16:06:33+00:00,BLK,bullish,4.398,order_validation_failed,Order $1146.40 exceeds max position size $825.00
2026-01-15T16:06:33+00:00,BLK,bullish,4.397,order_validation_failed,Order $1146.40 exceeds max position size $825.00
2026-01-15T16:07:47+00:00,MRNA,bearish,3.242,symbol_on_cooldown,—
2026-01-15T16:08:05+00:00,MS,bullish,3.175,max_new_positions_per_cycle,—
2026-01-15T16:08:05+00:00,META,bullish,3.120,max_new_positions_per_cycle,—
2026-01-15T16:08:05+00:00,WFC,bullish,3.029,max_new_positions_per_cycle,—
2026-01-15T16:08:05+00:00,TSLA,bullish,2.969,expectancy_blocked:score_floor_breach,—
2026-01-15T16:08:08+00:00,C,bearish,2.718,expectancy_blocked:score_floor_breach,—
2026-01-15T16:08:22+00:00,META,bullish,3.120,max_new_positions_per_cycle,—
2026-01-15T16:08:22+00:00,WFC,bullish,3.028,max_new_positions_per_cycle,—
2026-01-15T16:08:22+00:00,TSLA,bullish,2.969,expectancy_blocked:score_floor_breach,—
2026-01-15T16:08:22+00:00,C,bearish,2.717,expectancy_blocked:score_floor_breach,—
2026-01-15T19:44:56+00:00,COST,bullish,4.320,order_validation_failed,Order $954.21 exceeds max position size $825.00
2026-01-15T19:45:02+00:00,COST,bullish,4.320,order_validation_failed,Order $954.21 exceeds max position size $825.00
2026-01-15T19:46:03+00:00,V,bullish,3.984,max_new_positions_per_cycle,—
2026-01-15T19:46:03+00:00,HD,bullish,3.908,max_new_positions_per_cycle,—
2026-01-15T19:46:07+00:00,NVDA,bullish,3.571,max_new_positions_per_cycle,—
2026-01-15T19:46:07+00:00,MS,bullish,3.480,max_new_positions_per_cycle,—
2026-01-15T19:46:07+00:00,LOW,bullish,3.368,max_new_positions_per_cycle,—
2026-01-15T19:46:07+00:00,BAC,bearish,2.434,expectancy_blocked:score_floor_breach,—
2026-01-15T19:46:12+00:00,V,bullish,3.985,max_new_positions_per_cycle,—
2026-01-15T19:46:15+00:00,COIN,bullish,3.942,max_new_positions_per_cycle,—
2026-01-15T19:46:15+00:00,HD,bullish,3.910,max_new_positions_per_cycle,—
2026-01-15T19:46:15+00:00,PLTR,bullish,3.706,max_new_positions_per_cycle,—
2026-01-15T19:46:15+00:00,NVDA,bullish,3.572,max_new_positions_per_cycle,—
2026-01-15T19:46:18+00:00,MS,bullish,3.480,max_new_positions_per_cycle,—
2026-01-15T19:46:18+00:00,BAC,bearish,2.435,expectancy_blocked:score_floor_breach,—
2026-01-15T19:46:46+00:00,COST,bullish,4.276,order_validation_failed,Order $954.43 exceeds max position size $825.00
2026-01-15T19:46:53+00:00,COST,bullish,4.273,order_validation_failed,Order $954.42 exceeds max position size $825.00
2026-01-15T19:48:31+00:00,GS,bullish,3.358,order_validation_failed,Order $974.00 exceeds max position size $825.00
2026-01-15T19:48:35+00:00,GS,bullish,3.355,order_validation_failed,Order $973.99 exceeds max position size $825.00
2026-01-15T19:49:37+00:00,COST,bullish,4.812,order_validation_failed,Order $953.98 exceeds max position size $825.00
2026-01-15T19:49:37+00:00,COST,bullish,4.811,order_validation_failed,Order $953.98 exceeds max position size $825.00
2026-01-15T19:50:09+00:00,GS,bullish,3.908,order_validation_failed,Order $975.03 exceeds max position size $825.00
2026-01-15T19:50:12+00:00,GS,bullish,3.908,order_validation_failed,Order $975.12 exceeds max position size $825.00
2026-01-15T19:50:12+00:00,BAC,bearish,2.825,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:15+00:00,BAC,bearish,2.825,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:16+00:00,C,bearish,2.749,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:16+00:00,BLK,bearish,2.677,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:19+00:00,AMD,bearish,2.668,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:19+00:00,C,bearish,2.749,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:19+00:00,BLK,bearish,2.677,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:20+00:00,AMD,bearish,2.668,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:44+00:00,JPM,bearish,2.616,expectancy_blocked:score_floor_breach,—
2026-01-15T19:50:44+00:00,JPM,bearish,2.616,expectancy_blocked:score_floor_breach,—
2026-01-15T19:51:02+00:00,XLE,bearish,2.503,expectancy_blocked:score_floor_breach,—
2026-01-15T19:51:02+00:00,XLF,bearish,2.501,expectancy_blocked:score_floor_breach,—
2026-01-15T19:51:05+00:00,XLE,bearish,2.503,expectancy_blocked:score_floor_breach,—
2026-01-15T19:51:05+00:00,XLF,bearish,2.501,expectancy_blocked:score_floor_breach,—
2026-01-15T19:51:24+00:00,XLK,bearish,2.466,expectancy_blocked:score_floor_breach,—
2026-01-15T19:51:24+00:00,XLK,bearish,2.466,expectancy_blocked:score_floor_breach,—
2026-01-15T19:52:04+00:00,BLK,bearish,3.776,order_validation_failed,Order $1157.79 exceeds max position size $825.00
2026-01-15T19:52:04+00:00,BLK,bearish,3.776,order_validation_failed,Order $1157.79 exceeds max position size $825.00
2026-01-15T19:52:08+00:00,COST,bullish,4.760,order_validation_failed,Order $953.89 exceeds max position size $825.00
2026-01-15T19:52:08+00:00,COST,bullish,4.760,order_validation_failed,Order $953.89 exceeds max position size $825.00
2026-01-15T19:53:06+00:00,GS,bullish,3.870,order_validation_failed,Order $974.74 exceeds max position size $825.00
2026-01-15T19:53:09+00:00,BAC,bearish,2.798,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:09+00:00,GS,bullish,3.869,order_validation_failed,Order $974.74 exceeds max position size $825.00
2026-01-15T19:53:13+00:00,BAC,bearish,2.798,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:13+00:00,C,bearish,2.722,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:13+00:00,AMD,bearish,2.642,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:16+00:00,JPM,bearish,2.591,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:17+00:00,C,bearish,2.722,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:17+00:00,AMD,bearish,2.642,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:17+00:00,XLE,bearish,2.479,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:17+00:00,JPM,bearish,2.591,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:20+00:00,XLF,bearish,2.478,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:20+00:00,XLK,bearish,2.443,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:20+00:00,XLE,bearish,2.479,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:23+00:00,XLF,bearish,2.478,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:23+00:00,XLK,bearish,2.443,expectancy_blocked:score_floor_breach,—
2026-01-15T19:53:51+00:00,COST,bearish,3.766,order_validation_failed,Order $953.99 exceeds max position size $825.00
2026-01-15T19:53:52+00:00,BLK,bearish,3.745,order_validation_failed,Order $1158.24 exceeds max position size $825.00
2026-01-15T19:54:03+00:00,COST,bearish,3.765,order_validation_failed,Order $953.88 exceeds max position size $825.00
2026-01-15T19:54:07+00:00,BLK,bearish,3.743,order_validation_failed,Order $1158.01 exceeds max position size $825.00
2026-01-15T19:54:22+00:00,GS,bullish,3.840,order_validation_failed,Order $974.48 exceeds max position size $825.00
2026-01-15T19:54:25+00:00,BAC,bearish,2.777,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:32+00:00,C,bearish,2.702,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:32+00:00,AMD,bearish,2.623,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:35+00:00,JPM,bearish,2.572,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:35+00:00,XLE,bearish,2.462,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:35+00:00,XLF,bearish,2.461,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:49+00:00,GS,bullish,3.839,order_validation_failed,Order $975.00 exceeds max position size $825.00
2026-01-15T19:54:52+00:00,BAC,bearish,2.776,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:53+00:00,C,bearish,2.701,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:53+00:00,AMD,bearish,2.622,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:56+00:00,JPM,bearish,2.571,expectancy_blocked:score_floor_breach,—
2026-01-15T19:54:59+00:00,XLE,bearish,2.461,expectancy_blocked:score_floor_breach,—
2026-01-15T19:55:00+00:00,XLF,bearish,2.460,expectancy_blocked:score_floor_breach,—
2026-01-15T19:55:15+00:00,COST,bearish,3.742,order_validation_failed,Order $953.85 exceeds max position size $825.00
2026-01-15T19:55:16+00:00,BLK,bearish,3.721,order_validation_failed,Order $1157.66 exceeds max position size $825.00
2026-01-15T19:55:40+00:00,COST,bearish,3.739,order_validation_failed,Order $953.85 exceeds max position size $825.00
2026-01-15T19:55:47+00:00,BLK,bearish,3.719,order_validation_failed,Order $1157.03 exceeds max position size $825.00
2026-01-15T19:55:54+00:00,GS,bullish,3.817,order_validation_failed,Order $974.78 exceeds max position size $825.00
2026-01-15T19:55:54+00:00,BAC,bearish,2.761,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:01+00:00,C,bearish,2.687,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:01+00:00,AMD,bearish,2.608,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:04+00:00,JPM,bearish,2.558,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:07+00:00,XLE,bearish,2.449,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:07+00:00,XLF,bearish,2.447,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:15+00:00,GS,bullish,3.815,order_validation_failed,Order $974.50 exceeds max position size $825.00
2026-01-15T19:56:18+00:00,BAC,bearish,2.759,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:22+00:00,C,bearish,2.685,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:22+00:00,AMD,bearish,2.606,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:22+00:00,JPM,bearish,2.556,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:25+00:00,XLE,bearish,2.447,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:25+00:00,XLF,bearish,2.445,expectancy_blocked:score_floor_breach,—
2026-01-15T19:56:44+00:00,COST,bearish,3.719,order_validation_failed,Order $953.80 exceeds max position size $825.00
2026-01-15T19:56:48+00:00,BLK,bearish,3.698,order_validation_failed,Order $1157.67 exceeds max position size $825.00
2026-01-15T19:57:01+00:00,COST,bearish,3.715,order_validation_failed,Order $954.10 exceeds max position size $825.00
2026-01-15T19:57:05+00:00,BLK,bearish,3.694,order_validation_failed,Order $1157.47 exceeds max position size $825.00
2026-01-15T19:57:30+00:00,GS,bullish,3.796,order_validation_failed,Order $973.89 exceeds max position size $825.00
2026-01-15T19:57:30+00:00,BAC,bearish,2.745,expectancy_blocked:score_floor_breach,—
2026-01-15T19:57:37+00:00,C,bearish,2.671,expectancy_blocked:score_floor_breach,—
2026-01-15T19:57:37+00:00,AMD,bearish,2.593,expectancy_blocked:score_floor_breach,—
2026-01-15T19:57:40+00:00,JPM,bearish,2.543,expectancy_blocked:score_floor_breach,—
2026-01-15T19:57:40+00:00,XLE,bearish,2.435,expectancy_blocked:score_floor_breach,—
2026-01-15T19:57:40+00:00,XLF,bearish,2.434,expectancy_blocked:score_floor_breach,—
2026-01-15T19:57:44+00:00,GS,bullish,3.791,order_validation_failed,Order $974.63 exceeds max position size $825.00
2026-01-15T19:57:47+00:00,BAC,bearish,2.742,expectancy_blocked:score_floor_breach,—
2026-01-15T19:57:48+00:00,C,bearish,2.668,expectancy_blocked:score_floor_breach,—
